Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
Carlton,4,t,PI,RayWhite,Southern Metro,9564,26.85,Melbourne,5,1,2,686.34,320.89,1180843.085
Carlton,5,h,VB,BarryPlant,Northern Metro,6616,12.93,Boroondara,3,1,0,333.14,403.53,1043829.437
Docklands,4,u,PI,RayWhite,Northern Metro,3248,5.21,Yarra,2,2,3,162.78,376.97,959995.8742
Clayton,3,u,VB,RayWhite,Southern Metro,1848,16.21,Boroondara,2,3,3,472.13,365.67,1129611.486
Richmond,5,t,SP,JellisCraig,Northern Metro,7354,28.93,Yarra,5,2,3,515.6,372.37,1429255.61
Clayton,4,t,S,JellisCraig,Northern Metro,9695,18.62,Boroondara,2,3,2,330.77,254.48,957972.5736
Richmond,3,t,VB,BigginScott,Southern Metro,9070,29.52,Boroondara,5,2,2,754.94,263.37,1142257.941
Docklands,2,t,S,BarryPlant,Southern Metro,9894,25.39,Monash,3,1,0,166.2,260.54,716426.188
Docklands,4,t,PI,JellisCraig,Southern Metro,4625,2.04,Boroondara,2,2,1,300.47,64.96,631908.8899
Carlton,2,u,SP,RayWhite,Northern Metro,1314,20.09,Monash,1,2,1,773.71,158.48,688158.6694
Clayton,2,t,S,BigginScott,Northern Metro,3376,9.32,Melbourne,5,3,3,493.41,119.55,1017254.774
Carlton,1,h,SP,JellisCraig,Western Metro,5378,17.23,Yarra,2,3,1,734.76,448.9,1001442.175
Clayton,5,h,S,BarryPlant,Western Metro,9449,9.1,Melbourne,3,2,3,610.74,173.74,1068870.285
Carlton,4,u,PI,BarryPlant,Southern Metro,1574,11.12,Yarra,3,3,0,955.64,112.3,1018845.282
Burwood,2,h,PI,BigginScott,Western Metro,6585,27.77,Melbourne,1,3,1,638.02,103.9,605567.0321
Burwood,1,u,SP,BigginScott,Northern Metro,6492,6.99,Yarra,3,3,1,113.38,365,833150.1269
Burwood,3,u,PI,BigginScott,Western Metro,9949,26.35,Boroondara,3,3,3,417.59,52.74,806754.4188
Burwood,4,h,VB,BigginScott,Northern Metro,3810,1.88,Yarra,2,3,0,228.75,262.09,939757.5607
Richmond,2,t,S,BigginScott,Southern Metro,9134,3.64,Yarra,5,2,1,932.17,103.49,928912.2221
Burwood,5,h,PI,RayWhite,Southern Metro,6670,25.79,Melbourne,4,3,1,193.61,432.35,1267439.953
Docklands,1,h,VB,RayWhite,Northern Metro,8715,19.29,Melbourne,3,1,1,448.94,481.3,900118.39
Docklands,2,u,SP,JellisCraig,Western Metro,7567,22.67,Melbourne,3,2,0,303.49,481.44,977478.1985
Richmond,5,h,VB,BarryPlant,Southern Metro,4459,7.07,Monash,4,2,0,862.05,248.88,1178060.514
Burwood,2,u,SP,RayWhite,Southern Metro,7117,16.58,Monash,3,2,1,377.71,340.03,861652.7694
Burwood,4,t,SP,RayWhite,Western Metro,4992,22.38,Yarra,2,3,3,992.7,319.87,1229084.316
Burwood,4,t,S,RayWhite,Western Metro,8837,19.19,Yarra,2,1,3,134.75,207.52,816615.5247
Carlton,4,t,S,JellisCraig,Northern Metro,1203,14.68,Boroondara,4,3,1,215.45,249.83,1049770.129
Clayton,1,h,VB,BigginScott,Western Metro,3775,28.83,Boroondara,3,2,0,302.17,78.95,520957.6924
Carlton,4,u,S,JellisCraig,Western Metro,2992,20.61,Yarra,3,2,1,830,408.06,1364173.261
Clayton,5,t,S,BarryPlant,Western Metro,3243,27.32,Monash,5,2,0,890.67,158.36,1149276.235
Burwood,2,u,S,BarryPlant,Northern Metro,9498,22.16,Yarra,3,2,1,164.31,257.24,812471.8408
Burwood,3,u,VB,BarryPlant,Northern Metro,2687,22.33,Boroondara,2,3,0,129.21,266.28,812041.4913
Carlton,5,t,PI,BarryPlant,Southern Metro,5109,3.32,Monash,1,1,2,770.1,302.32,1091208.234
Carlton,5,t,S,RayWhite,Northern Metro,2860,11.42,Monash,1,1,3,220.02,418.04,1087602.812
Clayton,4,u,S,RayWhite,Southern Metro,6176,25.89,Boroondara,1,2,2,219.7,361.35,933383.1731
Docklands,1,t,VB,JellisCraig,Western Metro,1722,7.75,Yarra,1,1,3,120.13,348.38,581584.1081
Clayton,2,u,PI,BigginScott,Southern Metro,9971,4.35,Melbourne,3,2,0,144.83,287.04,715900.2084
Carlton,1,u,S,BarryPlant,Southern Metro,9720,10.46,Yarra,3,2,2,337.31,93.18,479058.8091
Carlton,2,t,SP,JellisCraig,Western Metro,5893,7.39,Yarra,5,1,3,158.5,230.9,838789.8079
Richmond,2,h,VB,RayWhite,Southern Metro,1343,27.83,Boroondara,3,2,1,431.99,480.79,1089523.981
Carlton,1,t,S,RayWhite,Northern Metro,6398,26.17,Monash,1,1,0,849.5,498,1022032.528
Richmond,5,h,S,BigginScott,Northern Metro,9400,15.49,Boroondara,4,2,0,393.69,378.72,1237573.445
Docklands,2,u,SP,BigginScott,Northern Metro,5736,2.78,Yarra,4,1,1,755.05,152.38,851656.2374
Clayton,1,u,SP,BigginScott,Northern Metro,4406,21.72,Melbourne,2,2,1,184.52,95.85,467128.6822
Clayton,2,h,VB,JellisCraig,Southern Metro,1919,19.08,Melbourne,2,1,3,693.44,236.64,847915.961
Richmond,3,u,VB,RayWhite,Southern Metro,6819,29.15,Melbourne,3,2,0,385.07,435.46,1115460.647
Clayton,5,h,SP,RayWhite,Western Metro,3044,17.21,Boroondara,4,2,3,774.78,374.84,1396347.611
Carlton,4,h,VB,BigginScott,Southern Metro,1418,10.76,Monash,1,2,1,222.63,447.75,998477.4221
Burwood,2,u,SP,BarryPlant,Southern Metro,2749,16.05,Boroondara,1,1,0,908.1,327.1,858518.6883
Richmond,3,h,S,BigginScott,Southern Metro,8378,29.4,Melbourne,1,3,1,318.32,108.65,731739.1802
Clayton,4,t,SP,JellisCraig,Western Metro,2099,21.19,Yarra,3,2,3,417.82,101.66,852442.8297
Richmond,4,t,SP,BigginScott,Northern Metro,4392,20.49,Monash,3,2,3,955.16,71.6,1052601.316
Richmond,2,u,PI,BigginScott,Southern Metro,3772,7.98,Boroondara,5,1,3,620.63,305.19,1116808.894
Burwood,1,u,SP,JellisCraig,Western Metro,7784,22.56,Boroondara,1,2,0,429.19,159.3,583130.1067
Carlton,2,h,SP,BigginScott,Western Metro,2545,22.76,Monash,1,2,1,954.64,380.47,1054218.795
Richmond,3,h,PI,RayWhite,Western Metro,2070,10.2,Monash,3,2,1,396.17,358.81,1025042.613
Clayton,4,h,VB,BarryPlant,Northern Metro,7522,15.03,Yarra,3,2,3,185.38,193.15,859920.5258
Docklands,2,h,PI,BigginScott,Southern Metro,2850,9.54,Monash,5,3,3,997.16,129.56,1035328.902
Richmond,1,t,S,JellisCraig,Western Metro,6053,8.5,Yarra,5,3,3,341.06,96.08,724516.8805
Richmond,2,t,PI,BarryPlant,Northern Metro,3939,1.75,Melbourne,2,2,3,866.13,381.79,1109365.603
Burwood,5,u,S,JellisCraig,Western Metro,8194,9.27,Melbourne,4,2,2,248.99,252.7,1067923.856
Carlton,1,h,VB,BarryPlant,Western Metro,6851,17.07,Boroondara,1,2,2,758.22,195.59,711606.3804
Docklands,3,h,PI,BarryPlant,Western Metro,7673,1.05,Melbourne,1,3,2,572,435.49,1138022.822
Clayton,4,u,PI,BigginScott,Western Metro,1678,9.21,Melbourne,5,3,3,982.82,317.13,1379954.936
Docklands,2,h,VB,RayWhite,Western Metro,1988,26.56,Yarra,5,1,3,597.55,283.1,967268.81
Clayton,1,h,S,BigginScott,Northern Metro,2502,18.22,Boroondara,2,1,1,122.51,384.52,697417.1401
Carlton,5,h,PI,JellisCraig,Southern Metro,2789,18.63,Monash,4,2,0,643.49,417.01,1315514.307
Clayton,1,h,S,JellisCraig,Southern Metro,6281,12.7,Boroondara,2,2,1,230.78,358.73,738091.4484
Burwood,5,h,PI,BarryPlant,Southern Metro,6027,20.62,Melbourne,4,3,2,818.69,248,1261974.249
Burwood,3,u,SP,BarryPlant,Southern Metro,2425,6.51,Monash,1,2,1,870.91,220.68,902757.4241
Burwood,4,h,PI,RayWhite,Northern Metro,7654,24.74,Boroondara,2,2,3,533.88,397.25,1240022.499
Burwood,3,u,VB,BigginScott,Northern Metro,3440,4.38,Boroondara,5,3,2,804.9,283.06,1212212.375
Docklands,2,h,VB,JellisCraig,Northern Metro,7856,20.02,Boroondara,2,3,2,230.6,366.97,858799.4592
Carlton,1,t,S,BarryPlant,Western Metro,8367,10.89,Boroondara,2,3,0,542.87,450.68,1021447.808
Clayton,5,t,PI,RayWhite,Western Metro,3594,22.68,Yarra,1,3,0,454.55,462.15,1254682.747
Clayton,5,t,S,JellisCraig,Western Metro,5689,16.94,Boroondara,5,1,2,650.19,174.97,1130657.922
Burwood,1,t,S,BarryPlant,Southern Metro,3436,14.12,Melbourne,5,3,2,140.03,134.55,660626.9017
Burwood,1,u,SP,JellisCraig,Western Metro,6517,5.91,Melbourne,3,3,1,776.91,167.58,771822.3158
Richmond,2,u,SP,RayWhite,Southern Metro,7310,19.47,Yarra,3,2,2,171.22,388.12,832620.0575
Carlton,3,h,VB,RayWhite,Western Metro,4539,29.27,Monash,3,2,3,690.82,216.53,1015352.575
Docklands,5,t,S,JellisCraig,Southern Metro,4483,24.94,Monash,1,2,1,116.61,128.03,804006.4464
Clayton,2,u,VB,BigginScott,Western Metro,8371,2.74,Melbourne,2,1,3,848.7,94.27,752143.3803
Richmond,3,h,PI,JellisCraig,Western Metro,3241,11.91,Melbourne,5,3,3,257.23,197.29,1101954.12
Richmond,2,h,S,BarryPlant,Northern Metro,7378,27.84,Yarra,5,3,3,563.95,111.26,908349.8168
Clayton,5,u,S,BigginScott,Western Metro,3765,15.59,Monash,2,1,2,335.34,120.37,804788.5279
Docklands,1,t,PI,BarryPlant,Western Metro,5911,20.2,Monash,5,3,0,750.38,357.75,1098192.095
Richmond,1,h,PI,JellisCraig,Northern Metro,1403,27.47,Boroondara,2,2,0,389.22,58.88,464171.0792
Richmond,3,t,VB,BigginScott,Southern Metro,4382,26.34,Boroondara,1,1,3,752.15,102.9,763480.5455
Carlton,4,t,VB,BarryPlant,Northern Metro,5163,15.55,Boroondara,1,3,2,356.38,429.96,1094892.953
Docklands,3,t,PI,JellisCraig,Northern Metro,8630,13.69,Yarra,1,1,1,777.23,430.21,963642.7828
Richmond,4,h,VB,JellisCraig,Southern Metro,1087,10.85,Melbourne,2,1,3,127.54,198.16,686954.9711
Docklands,2,t,PI,BigginScott,Western Metro,6816,21.85,Yarra,2,3,1,354.98,89.58,680099.6312
Clayton,2,h,S,JellisCraig,Southern Metro,6470,9.32,Monash,4,2,1,548.77,367.24,1005575.444
Burwood,5,t,S,RayWhite,Western Metro,7276,8.25,Melbourne,5,3,2,140.55,212.06,1065747.951
Richmond,4,h,SP,BarryPlant,Western Metro,6739,11.33,Boroondara,5,3,2,267.43,70.46,909736.0465
Carlton,5,t,S,BarryPlant,Southern Metro,5273,6.14,Yarra,4,2,0,941.08,121.02,1220970.595
Clayton,1,u,PI,JellisCraig,Northern Metro,7523,21.16,Yarra,4,3,0,979.15,111.75,809950.3304
Docklands,4,t,VB,JellisCraig,Southern Metro,6003,18.87,Boroondara,1,3,2,765.77,315.1,1171190.577
Clayton,3,t,SP,RayWhite,Western Metro,9038,15,Yarra,4,3,3,326.98,454.15,1253298.679
Richmond,1,h,VB,BigginScott,Southern Metro,7606,12.32,Boroondara,2,1,0,334.47,406.88,814292.6409
Docklands,1,h,PI,JellisCraig,Southern Metro,3064,27.36,Monash,3,1,1,681.21,295.93,804138.3564
Burwood,3,t,S,JellisCraig,Western Metro,6315,1.84,Melbourne,2,1,3,205.84,239.97,683704.7801
Clayton,1,u,SP,JellisCraig,Northern Metro,1317,23.3,Monash,4,3,1,953.48,328.4,1144071.265
Richmond,4,u,PI,JellisCraig,Southern Metro,2502,27.16,Monash,5,2,2,302.33,249.72,1057927.884
Carlton,5,h,SP,BarryPlant,Western Metro,7130,13.94,Boroondara,2,1,1,999.67,160.74,1104364.156
Docklands,1,u,SP,JellisCraig,Western Metro,8419,16.97,Yarra,5,2,3,546.16,355.64,1070286.445
Clayton,4,t,S,BarryPlant,Southern Metro,3042,28.39,Monash,2,3,2,794.29,442.96,1371040.48
Clayton,2,h,PI,JellisCraig,Northern Metro,5598,7.16,Monash,5,1,3,101.97,217.79,896805.0855
Burwood,4,t,VB,BigginScott,Southern Metro,1118,16.08,Monash,2,3,1,899.87,428.69,1332750.902
Burwood,5,h,SP,RayWhite,Northern Metro,1709,14.77,Yarra,5,2,3,343,243.99,1249032.753
Carlton,4,h,SP,BigginScott,Northern Metro,4557,8.49,Yarra,3,1,2,701.14,230.6,990699.7233
Carlton,3,h,VB,JellisCraig,Northern Metro,4250,24.74,Boroondara,1,1,1,825.72,62.75,707501.5698
Richmond,5,h,PI,JellisCraig,Northern Metro,9061,27.09,Monash,2,1,1,247.73,362.88,992085.464
Richmond,2,u,SP,JellisCraig,Southern Metro,9609,23.68,Melbourne,3,1,0,498.26,413.38,956819.992
Carlton,3,t,SP,BigginScott,Western Metro,3603,6.67,Yarra,1,2,0,544.45,348.6,940675.2749
Carlton,4,t,SP,JellisCraig,Western Metro,2101,3.52,Boroondara,2,1,3,380.91,118.11,669354.6728
Docklands,5,t,PI,BigginScott,Western Metro,5421,18.56,Monash,3,3,0,533.58,96.48,955967.6053
Burwood,2,h,PI,BarryPlant,Western Metro,8857,2.66,Melbourne,3,1,0,385.79,307.79,805042.7852
Richmond,3,u,VB,RayWhite,Western Metro,9177,20.51,Yarra,3,2,0,424.67,230.68,755211.3509
Burwood,2,t,PI,RayWhite,Western Metro,7082,16.38,Melbourne,4,1,0,702.4,243.09,869017.7815
Burwood,4,u,PI,BigginScott,Southern Metro,7658,20.22,Yarra,5,2,2,669.33,485.51,1466732.514
Carlton,2,h,S,BarryPlant,Northern Metro,3261,18.11,Boroondara,1,2,2,309.04,375.77,903494.3242
Docklands,1,t,VB,BigginScott,Western Metro,9021,13.26,Melbourne,5,3,0,907.73,235.3,978496.7643
Clayton,3,u,SP,BarryPlant,Southern Metro,1508,6.83,Monash,5,1,3,876.51,58.59,999763.3087
Docklands,2,h,PI,JellisCraig,Western Metro,3379,9.87,Monash,5,1,2,558.17,65.34,803196.8257
Docklands,4,u,SP,BarryPlant,Western Metro,9879,16.21,Yarra,3,1,0,489.93,358.16,927744.4651
Burwood,4,t,SP,BarryPlant,Northern Metro,5752,19.9,Monash,5,3,2,439.17,426.98,1354520.596
Docklands,2,t,S,BarryPlant,Northern Metro,6495,23.61,Melbourne,4,3,1,736.54,368.47,1160753.461
Richmond,4,h,PI,RayWhite,Northern Metro,4209,23.25,Boroondara,2,2,2,704.5,232.65,1099939.761
Burwood,5,h,VB,BarryPlant,Western Metro,8398,29.21,Yarra,3,2,2,276.56,64.01,871297.248
Richmond,5,h,PI,JellisCraig,Western Metro,7743,9.29,Melbourne,1,2,3,704.31,485.33,1396309.552
Clayton,5,u,SP,JellisCraig,Western Metro,6648,3.06,Yarra,2,3,2,327.19,493.85,1272967.916
Burwood,1,u,VB,JellisCraig,Northern Metro,6171,11.02,Boroondara,2,3,3,116.7,297.21,672317.5373
Clayton,2,u,PI,BarryPlant,Southern Metro,8890,22.56,Yarra,2,3,1,729.29,81.8,728195.0906
Burwood,1,h,SP,BigginScott,Western Metro,1324,13.71,Monash,5,2,0,680.31,293.44,1026382.422
Carlton,4,t,SP,BigginScott,Western Metro,4557,24.72,Monash,5,3,3,469.73,451.55,1448764.969
Docklands,1,t,S,JellisCraig,Western Metro,4587,16.93,Yarra,3,2,2,573.12,355.99,1034049.072
Carlton,4,u,S,RayWhite,Southern Metro,1151,27.96,Boroondara,5,2,2,952.45,374,1317568.528
Clayton,4,u,S,BigginScott,Western Metro,1954,28.49,Boroondara,5,1,3,635.68,88.24,1021010.099
Docklands,3,t,SP,BarryPlant,Southern Metro,5354,3.01,Monash,5,1,1,692.1,97.93,913303.31
Burwood,5,t,PI,BigginScott,Western Metro,8160,14.24,Boroondara,3,1,0,157.52,107.31,750300.1631
Docklands,4,u,S,JellisCraig,Southern Metro,1687,18.68,Yarra,3,2,2,249.4,456.97,1200586.38
Richmond,3,u,PI,RayWhite,Western Metro,9501,8.42,Melbourne,4,1,1,370.86,286.63,924886.2405
Docklands,5,t,S,BigginScott,Northern Metro,4127,12.81,Yarra,4,1,0,585.44,406.21,1264857.376
Richmond,4,h,VB,BigginScott,Northern Metro,7763,20.65,Monash,4,1,0,798.93,101.88,955586.4966
Docklands,4,u,VB,JellisCraig,Northern Metro,4395,7.58,Monash,4,3,2,389.12,467.44,1373181.465
Richmond,1,t,S,RayWhite,Northern Metro,1845,18.46,Monash,2,2,3,420.74,419.51,910072.5833
Clayton,1,t,SP,RayWhite,Western Metro,2164,21.23,Boroondara,2,1,2,330.54,151.14,619168.8027
Carlton,5,t,S,JellisCraig,Northern Metro,6904,3.62,Yarra,4,3,2,329.15,443.38,1351338.734
Burwood,4,t,S,BarryPlant,Southern Metro,6360,15.43,Melbourne,4,3,2,953.98,168.55,1288931.881
Docklands,2,h,SP,BigginScott,Northern Metro,1354,8.63,Yarra,1,3,1,671.91,142.4,697580.8036
Carlton,1,t,VB,BarryPlant,Northern Metro,2872,22.01,Melbourne,2,1,3,240.31,168.91,491750.0238
Burwood,5,u,PI,BigginScott,Northern Metro,3024,6.5,Yarra,1,3,1,750.02,459.48,1288160.487
Burwood,4,h,S,BigginScott,Western Metro,3817,26.87,Monash,1,2,2,749.82,462.02,1264809.039
Richmond,4,t,SP,BarryPlant,Northern Metro,4832,13.5,Melbourne,5,3,3,699.82,198.05,1177722.924
Clayton,2,h,S,JellisCraig,Southern Metro,9257,6.74,Yarra,3,3,0,221.25,367.45,998331.268
Clayton,5,u,SP,JellisCraig,Northern Metro,3581,13.7,Boroondara,2,3,3,467.19,354.09,1207923.314
Carlton,4,t,PI,BigginScott,Northern Metro,3486,12.85,Boroondara,4,3,2,196.08,412.95,1231738.285
Clayton,1,u,PI,JellisCraig,Northern Metro,9418,13.44,Yarra,4,2,3,834.96,183.43,925922.3763
Docklands,2,t,VB,BigginScott,Southern Metro,3443,17.98,Monash,3,1,0,689.65,279.56,805667.7838
Clayton,5,t,SP,JellisCraig,Northern Metro,9919,16.11,Melbourne,2,2,0,556.48,350.45,1067855.328
Carlton,2,t,SP,BigginScott,Southern Metro,2036,5.34,Yarra,4,2,3,408.71,61.82,738577.16
Clayton,1,t,VB,JellisCraig,Southern Metro,9684,2.9,Boroondara,4,1,0,265.82,219.53,625413.9185
Docklands,5,t,VB,RayWhite,Northern Metro,8435,22.15,Melbourne,5,3,1,195.8,363.15,1296812.45
Richmond,2,h,SP,BarryPlant,Southern Metro,2548,17.23,Boroondara,1,1,3,972.32,163.67,718083.096
Carlton,3,t,VB,RayWhite,Western Metro,6065,11.41,Boroondara,4,1,0,279.68,480.97,1047036.142
Richmond,1,t,PI,BarryPlant,Northern Metro,7496,24.44,Yarra,2,2,0,153.89,63.57,400645.1179
Richmond,1,h,S,BarryPlant,Northern Metro,7183,12.25,Boroondara,3,1,3,965.5,481.14,998916.5132
Richmond,1,h,PI,BigginScott,Southern Metro,4957,24.08,Melbourne,5,3,1,594.06,147.54,905530.8635
Burwood,3,h,VB,BarryPlant,Southern Metro,4407,9.87,Monash,2,2,3,816.99,71.97,799194.9077
Burwood,3,h,SP,RayWhite,Northern Metro,1639,3.11,Yarra,5,3,0,139.39,181.61,968385.0671
Richmond,4,h,SP,RayWhite,Western Metro,1172,28.05,Melbourne,1,2,3,610.25,403.83,1102263.464
Carlton,2,h,PI,JellisCraig,Southern Metro,6666,12.44,Yarra,4,3,0,458.39,388.6,1040050.663
Docklands,4,t,SP,RayWhite,Southern Metro,5354,23.99,Boroondara,2,1,2,794.77,143.98,840315.3941
Docklands,2,t,VB,JellisCraig,Western Metro,4959,9.1,Boroondara,3,1,3,134.58,138.56,666264.6366
Clayton,3,u,PI,BarryPlant,Western Metro,9708,19.74,Melbourne,1,1,3,461.52,339.16,910324.0925
Carlton,3,t,SP,RayWhite,Northern Metro,9714,26.33,Melbourne,1,3,0,819.17,256.14,1041897.786
Burwood,4,t,S,BarryPlant,Western Metro,3886,2.21,Monash,5,2,0,570.43,406.53,1257291.55
Richmond,5,h,S,RayWhite,Northern Metro,3164,25.09,Melbourne,1,2,0,595.03,60.86,807283.2127
Clayton,4,h,VB,RayWhite,Western Metro,4945,17.57,Melbourne,2,2,0,187.45,324.69,836824.3384
Docklands,2,t,SP,JellisCraig,Southern Metro,6235,18.62,Yarra,5,1,3,219.1,378.8,943327.7812
Burwood,4,u,VB,BarryPlant,Northern Metro,8746,16.17,Boroondara,1,3,0,709.3,497.02,1268334.933
Burwood,1,h,PI,RayWhite,Northern Metro,3590,26.36,Melbourne,3,2,3,707.54,355.45,997072.0419
Richmond,2,t,S,BigginScott,Northern Metro,8754,2.26,Monash,2,3,1,981.19,154.33,999883.8737
Docklands,2,t,PI,BarryPlant,Western Metro,5934,8.57,Melbourne,3,2,3,740.76,98.68,718360.6422
Carlton,5,u,SP,BarryPlant,Southern Metro,5076,26.4,Boroondara,3,1,0,543.92,338.41,1123058.738
Burwood,3,u,VB,BarryPlant,Northern Metro,6185,22.82,Melbourne,5,3,0,871.6,285.43,1198098.136
Richmond,2,h,VB,JellisCraig,Northern Metro,2093,1.51,Yarra,4,2,1,194.03,454.62,1016604.18
Carlton,3,u,VB,BigginScott,Northern Metro,4880,15.99,Boroondara,5,2,3,504.37,376.97,1203416.813
Docklands,4,t,PI,BarryPlant,Northern Metro,7559,16.36,Melbourne,2,2,1,358.4,279.38,937340.7719
Burwood,1,t,S,RayWhite,Southern Metro,3785,12.63,Yarra,2,2,3,194.17,231.62,593215.6041
Carlton,5,u,PI,RayWhite,Western Metro,7065,9.62,Boroondara,5,1,0,787.15,231.97,1112176.14
Carlton,3,u,PI,JellisCraig,Southern Metro,7539,20.77,Melbourne,4,2,3,559.71,151.84,926507.4108
Carlton,2,u,SP,RayWhite,Northern Metro,2574,7.03,Yarra,5,2,0,601.09,57.8,697096.1251
Burwood,3,u,SP,BarryPlant,Southern Metro,6676,24.17,Monash,2,1,0,470.13,308.71,844103.786
Burwood,2,h,SP,RayWhite,Northern Metro,9060,24.29,Yarra,4,2,2,514.3,145.59,807211.5279
Clayton,3,u,S,BarryPlant,Western Metro,4990,13.04,Monash,2,3,2,204.42,143.75,642574.2349
Docklands,2,h,S,RayWhite,Western Metro,6210,9.22,Melbourne,4,3,3,705.63,106.42,1014789.654
Richmond,4,t,SP,BigginScott,Western Metro,5845,9.23,Yarra,4,2,0,489.2,135.32,925942.8833
Carlton,2,u,SP,JellisCraig,Northern Metro,2189,14.99,Monash,5,1,1,835.09,64.31,682967.493
Clayton,2,h,S,JellisCraig,Southern Metro,3689,21.87,Boroondara,5,1,0,276.66,353.4,918754.6466
Richmond,1,u,VB,BigginScott,Western Metro,5095,11.41,Yarra,5,1,1,284.55,230.63,715825.534
Clayton,2,t,S,BigginScott,Northern Metro,2875,18.69,Melbourne,4,2,3,681.18,302.69,981155.7155
Burwood,1,t,S,JellisCraig,Northern Metro,8768,12.09,Boroondara,4,2,3,861.4,336.63,1070515.147
Carlton,5,t,S,BigginScott,Southern Metro,4406,9.83,Monash,2,3,1,524.98,487.62,1298006.307
Richmond,1,u,SP,BarryPlant,Western Metro,4932,1.72,Yarra,3,1,1,754.26,80.72,626649.6314
Richmond,4,u,VB,RayWhite,Northern Metro,9240,1.11,Yarra,5,2,0,999.4,238.06,1192804.516
Richmond,1,h,S,JellisCraig,Southern Metro,6408,7.59,Melbourne,2,2,3,991.24,160.65,772743.0441
Richmond,5,t,SP,BigginScott,Western Metro,4861,12.79,Boroondara,2,2,0,769.9,264.52,1114713.308
Richmond,4,u,PI,BarryPlant,Southern Metro,8406,25.69,Yarra,1,1,1,765.63,464.21,1062794.351
Clayton,3,t,PI,JellisCraig,Southern Metro,3833,24.16,Yarra,5,1,2,322.86,375.79,1058521.139
Carlton,3,t,S,BigginScott,Northern Metro,6285,8.75,Boroondara,2,3,2,850.19,347.88,1195799.689
Burwood,1,h,PI,JellisCraig,Northern Metro,8645,8.09,Yarra,1,1,2,464.59,248.56,681467.5395
Burwood,1,h,VB,BigginScott,Northern Metro,5777,7.59,Boroondara,5,2,1,965.79,352,1166165.411
Burwood,5,h,PI,JellisCraig,Southern Metro,3735,10.84,Boroondara,4,3,0,173.28,64.57,964220.5258
Burwood,5,h,PI,BarryPlant,Northern Metro,9273,15.45,Boroondara,1,1,3,492.26,313.81,1008752.299
Clayton,2,t,VB,BarryPlant,Southern Metro,9278,13.72,Melbourne,4,1,1,600.26,299.2,868046.2124
Docklands,5,h,S,RayWhite,Southern Metro,7368,7.33,Boroondara,3,1,2,464.64,205.99,1036149.818
Carlton,2,h,S,JellisCraig,Northern Metro,1821,4.78,Boroondara,3,1,0,289.52,140.68,571691.333
Richmond,4,h,VB,RayWhite,Western Metro,8525,1.36,Monash,3,2,3,633.69,413.4,1253820.114
Docklands,1,h,VB,JellisCraig,Western Metro,1162,5.46,Monash,3,1,3,780.33,74.24,695682.3505
Burwood,4,t,VB,BigginScott,Western Metro,8777,21.46,Melbourne,2,2,1,680.35,81.35,946509.8885
Docklands,5,h,PI,BigginScott,Southern Metro,2932,8.07,Boroondara,3,2,1,311,248.23,1057970.026
Carlton,4,t,VB,RayWhite,Southern Metro,4535,14.59,Monash,2,2,3,758.45,163.65,1001440.149
Richmond,4,u,SP,JellisCraig,Southern Metro,6956,18.15,Monash,2,3,3,331.21,385.45,1088757.456
Richmond,4,t,PI,RayWhite,Northern Metro,4446,26.72,Yarra,5,2,2,257.68,335.39,1201161.771
Carlton,5,t,S,BarryPlant,Southern Metro,3790,26.78,Boroondara,2,1,3,721.6,397.64,1254552.143
Carlton,4,h,S,RayWhite,Northern Metro,3707,22.63,Monash,2,3,1,858.51,196.11,1056305.901
Burwood,2,u,S,RayWhite,Northern Metro,8959,2.02,Melbourne,3,1,0,533.39,383.23,890726.0823
Richmond,5,u,PI,BigginScott,Western Metro,4933,17.68,Yarra,2,2,2,578.25,438.04,1251171.869
Docklands,4,u,SP,RayWhite,Western Metro,4385,23.81,Yarra,4,1,2,372.47,205.37,939309.2601
Clayton,5,u,VB,JellisCraig,Western Metro,7636,1.5,Boroondara,3,3,3,545.16,202.95,1083547.65
Clayton,3,t,VB,BigginScott,Northern Metro,1922,16.94,Boroondara,1,3,0,218.78,454.98,1051515.14
Carlton,2,u,S,RayWhite,Northern Metro,9089,25.88,Yarra,3,1,2,960.25,72.41,822218.6699
Burwood,4,t,S,BarryPlant,Northern Metro,1564,14.75,Melbourne,2,1,1,820.32,207.59,945311.5824
Clayton,3,t,PI,RayWhite,Southern Metro,4258,1.12,Boroondara,4,1,3,701.18,103.4,853521.5259
Richmond,3,t,SP,RayWhite,Northern Metro,3500,1.32,Boroondara,3,3,1,584.37,63.04,827192.1148
Carlton,5,u,VB,RayWhite,Western Metro,5566,13.08,Yarra,4,2,3,812.95,100.79,1132003.091
Docklands,3,h,PI,BigginScott,Western Metro,7881,5.5,Yarra,1,1,2,545.28,244.06,782639.1652
Carlton,2,h,VB,JellisCraig,Northern Metro,4636,20.27,Boroondara,1,2,3,369.98,359.13,910078.253
Docklands,2,u,S,BarryPlant,Northern Metro,7030,21.56,Monash,5,3,0,244.34,180.18,772276.5914
Carlton,1,h,VB,RayWhite,Western Metro,1223,6.16,Boroondara,5,1,1,682.83,432.35,1011602.192
Carlton,2,h,SP,JellisCraig,Northern Metro,7297,26.77,Monash,3,1,0,936.48,246.93,936636.0996
Carlton,3,t,SP,JellisCraig,Western Metro,1350,13.82,Yarra,5,3,1,238.26,485.7,1263391.827
